municipio,fecha,luces_nocturnas,densid_vial,imae,interaccion_causal,area_km2,imae_primario,imae_secundario,imae_terciario,poblacion_estimada,categoria
Acoyapa,2021-02-01,0.0106923514977098,0.1032846169238457,155.513796425812,16.062182890212924,3124.2723364969715,205.7796719453428,145.284965350168,142.14299547262272,16400.041015625,Estrato Bajo
Acoyapa,2021-03-01,0.0100890351459384,0.1032846169238457,157.227408405625,16.239172647104024,3124.2723364969715,209.1717766227418,147.3587114326259,143.0213170850884,16400.041015625,Estrato Bajo
Acoyapa,2021-04-01,0.0097092362120747,0.1032846169238457,158.688854599174,16.390117557359545,3124.2723364969715,210.5322465916836,149.28342010652833,143.89697970406635,16400.041015625,Estrato Bajo
Acoyapa,2021-05-01,0.0118061816319823,0.1032846169238457,159.749124097623,16.499627086342887,3124.2723364969715,210.398781030599,151.09226191412273,144.72419421876586,16400.041015625,Estrato Bajo
Acoyapa,2021-06-01,0.0075750895775854,0.1032846169238457,160.461618018438,16.573216748014836,3124.2723364969715,209.586147061822,152.89202354065188,145.45868252816567,16400.041015625,Estrato Bajo
Acoyapa,2021-07-01,0.0082137202844023,0.1032846169238457,161.02706360835,16.631618579160175,3124.2723364969715,209.12362846973,154.8338689968771,146.1126735836436,16400.041015625,Estrato Bajo
Acoyapa,2021-08-01,0.0089558744803071,0.1032846169238457,161.578994515945,16.688624551519553,3124.2723364969715,209.6649560680782,156.8542310319847,146.72838413855698,16400.041015625,Estrato Bajo
Acoyapa,2021-09-01,0.0057260994799435,0.1032846169238457,162.016833738952,16.733846607942066,3124.2723364969715,211.3309121330936,158.68975963212122,147.3037658098787,16400.041015625,Estrato Bajo
Acoyapa,2021-10-01,0.0068290918134152,0.1032846169238457,162.292730849732,16.762342535339375,3124.2723364969715,213.432054604097,160.0495348874903,147.83622545838324,16400.041015625,Estrato Bajo
Acoyapa,2021-11-01,0.0153393251821399,0.1032846169238457,162.508740808214,16.78465304115292,3124.2723364969715,215.435093765601,160.8599594600463,148.37506266771967,16400.041015625,Estrato Bajo
